t,rest,exc,muc,prf,sht,blt
310.0,0.25742574257425727,0.0,0.0,0.009900990099009905,0.2475247524752476,0.4851485148514853
315.0,0.28421052631578925,0.0,0.0,0.010526315789473687,0.2421052631578948,0.46315789473684227
320.0,0.3085501858736057,0.0,0.0,0.0,0.25650557620817854,0.4349442379182158
325.0,0.3068181818181816,0.0,0.0,0.0,0.25000000000000006,0.44318181818181834
330.0,0.31660231660231636,0.0,0.0,0.0,0.23166023166023175,0.4517374517374519
335.0,0.34297520661157005,0.0,0.0,0.0,0.23553719008264473,0.42148760330578533
340.0,0.34728033472803327,0.0,0.0,0.0,0.20083682008368212,0.45188284518828475
345.0,0.356223175965665,0.0,0.0,0.0,0.19313304721030053,0.45064377682403456
350.0,0.33766233766233744,0.0,0.0,0.0,0.20779220779220786,0.4545454545454547
355.0,0.3318777292576417,0.0,0.0,0.0,0.19650655021834065,0.47161572052401757
360.0,0.3303571428571427,0.0,0.0,0.0,0.1741071428571429,0.49553571428571447
365.0,0.33640552995391687,0.0,0.0,0.0,0.17972350230414752,0.4838709677419356
370.0,0.33802816901408433,0.0,0.0,0.0,0.15492957746478878,0.5070422535211269
375.0,0.3432835820895521,0.0,0.0,0.0,0.13432835820895525,0.5223880597014926
380.0,0.3709677419354837,0.0,0.0,0.0,0.12903225806451615,0.5000000000000001
385.0,0.37362637362637346,0.0,0.0,0.0,0.1153846153846154,0.5109890109890111
390.0,0.41463414634146323,0.0,0.0,0.0,0.1280487804878049,0.4573170731707318
395.0,0.39999999999999986,0.0,0.0,0.0,0.11250000000000002,0.48750000000000004
400.0,0.3881578947368421,0.0,0.0,0.0,0.07894736842105264,0.5328947368421053
405.0,0.37583892617449666,0.0,0.0,0.0,0.08053691275167785,0.5436241610738255
410.0,0.3829787234042554,0.0,0.0,0.0,0.06382978723404255,0.5531914893617021
415.0,0.3909774436090226,0.0,0.0,0.0,0.06766917293233081,0.5413533834586465
420.0,0.41592920353982316,0.0,0.0,0.0,0.1061946902654867,0.4778761061946901
425.0,0.4059405940594061,0.0,0.0,0.0,0.11881188118811879,0.47524752475247517
430.0,0.4000000000000001,0.0,0.0,0.0,0.09473684210526315,0.5052631578947367
435.0,0.38709677419354843,0.0,0.0,0.0,0.09677419354838708,0.5161290322580645
440.0,0.4137931034482759,0.0,0.0,0.0,0.10344827586206895,0.48275862068965514
445.0,0.4074074074074075,0.0,0.0,0.0,0.1111111111111111,0.48148148148148145
450.0,0.39999999999999997,0.0,0.0,0.0,0.1285714285714286,0.4714285714285715
455.0,0.3809523809523808,0.0,0.0,0.0,0.09523809523809526,0.523809523809524
460.0,0.36842105263157887,0.0,0.0,0.0,0.10526315789473686,0.5263157894736843
465.0,0.36842105263157887,0.0,0.0,0.0,0.10526315789473686,0.5263157894736843
470.0,0.41304347826086946,0.0,0.0,0.0,0.13043478260869565,0.4565217391304348
475.0,0.3999999999999999,0.0,0.0,0.0,0.13333333333333336,0.46666666666666673
480.0,0.47499999999999987,0.0,0.0,0.0,0.07500000000000001,0.45000000000000007
485.0,0.5135135135135134,0.0,0.0,0.0,0.08108108108108109,0.40540540540540543
490.0,0.6129032258064515,0.0,0.0,0.0,0.0,0.38709677419354843
495.0,0.6249999999999999,0.0,0.0,0.0,0.0,0.3750000000000001
500.0,0.6129032258064515,0.0,0.0,0.0,0.0,0.38709677419354843
505.0,0.6785714285714284,0.0,0.0,0.0,0.0,0.32142857142857145
510.0,0.6785714285714284,0.0,0.0,0.0,0.0,0.32142857142857145
515.0,0.6785714285714284,0.0,0.0,0.0,0.0,0.32142857142857145
520.0,0.6,0.0,0.0,0.0,0.10000000000000002,0.30000000000000004
525.0,0.6,0.0,0.0,0.0,0.10000000000000002,0.30000000000000004
530.0,0.6,0.0,0.0,0.0,0.10000000000000002,0.30000000000000004
535.0,0.6,0.0,0.0,0.0,0.10000000000000002,0.30000000000000004
540.0,0.6,0.0,0.0,0.0,0.10000000000000002,0.30000000000000004
545.0,0.5862068965517241,0.0,0.0,0.0,0.10344827586206899,0.31034482758620696
550.0,0.5862068965517241,0.0,0.0,0.0,0.10344827586206899,0.31034482758620696
555.0,0.6538461538461539,0.0,0.0,0.0,0.11538461538461542,0.23076923076923084
560.0,0.6538461538461539,0.0,0.0,0.0,0.0,0.34615384615384626
565.0,0.6538461538461539,0.0,0.0,0.0,0.0,0.34615384615384626
570.0,0.7499999999999999,0.0,0.0,0.0,0.0,0.25000000000000006
575.0,0.7499999999999999,0.0,0.0,0.0,0.0,0.25000000000000006
580.0,0.7391304347826086,0.0,0.0,0.0,0.0,0.26086956521739135
585.0,0.7391304347826086,0.0,0.0,0.0,0.0,0.26086956521739135
590.0,0.85,0.0,0.0,0.0,0.0,0.15000000000000002
595.0,0.85,0.0,0.0,0.0,0.0,0.15000000000000002
600.0,0.85,0.0,0.0,0.0,0.0,0.15000000000000002
605.0,0.85,0.0,0.0,0.0,0.0,0.15000000000000002
